demographic,level,segment,segment_label,estimator,prevalence,se,lo,hi
employment,Employed,1,High Vulnerability and Insecurity,Unweighted,0.18938307030129126,0.014840960950324254,0.16198945975716933,0.22019193711497426
employment,Homemaker,1,High Vulnerability and Insecurity,Unweighted,0.19140625,0.02458800341542166,0.14776057208391097,0.2442491971856809
employment,Not in labor force,1,High Vulnerability and Insecurity,Unweighted,0.13157894736842105,0.03877497972069091,0.07228127525329456,0.22758893016410156
employment,Retired,1,High Vulnerability and Insecurity,Unweighted,0.07954545454545454,0.028844799280453953,0.03839478705246531,0.15757332465863108
employment,Student,1,High Vulnerability and Insecurity,Unweighted,0.08241758241758242,0.02038434603635346,0.05029514188506962,0.13220010260091436
employment,Unemployed,1,High Vulnerability and Insecurity,Unweighted,0.31985294117647056,0.02828082890958736,0.2671285225390778,0.37762175685861493
employment,Employed,2,"Secure Assets, High Instability",Unweighted,0.539454806312769,0.018879794877163302,0.5023014150663015,0.5761748816694413
employment,Homemaker,2,"Secure Assets, High Instability",Unweighted,0.3125,0.028969525340217434,0.2586995133431574,0.3718762950711716
employment,Not in labor force,2,"Secure Assets, High Instability",Unweighted,0.42105263157894735,0.0566344828262074,0.315654996305503,0.5341728632187058
employment,Retired,2,"Secure Assets, High Instability",Unweighted,0.5340909090909091,0.05317614489058503,0.42989860095106547,0.6353912149997113
employment,Student,2,"Secure Assets, High Instability",Unweighted,0.8131868131868132,0.028891043903510143,0.7499049350102224,0.8633736998252227
employment,Unemployed,2,"Secure Assets, High Instability",Unweighted,0.35294117647058826,0.028976010768934645,0.2984236414986315,0.4115755464721691
employment,Employed,3,Economically Vulnerable and Insecure,Unweighted,0.1793400286944046,0.014531279417016292,0.15260179488220396,0.2096043943947092
employment,Homemaker,3,Economically Vulnerable and Insecure,Unweighted,0.36328125,0.03005905537687681,0.3066446683133759,0.4239818681881277
employment,Not in labor force,3,Economically Vulnerable and Insecure,Unweighted,0.32894736842105265,0.053893290915074034,0.23299622380606072,0.4416594088834615
employment,Retired,3,Economically Vulnerable and Insecure,Unweighted,0.3181818181818182,0.04965130099461949,0.2295746062604147,0.42224471903227934
employment,Student,3,Economically Vulnerable and Insecure,Unweighted,0.03296703296703297,0.01323502838673615,0.014885047899624835,0.07142203392529671
employment,Unemployed,3,Economically Vulnerable and Insecure,Unweighted,0.21323529411764705,0.024835192317097805,0.16858686177685805,0.2659262868655745
employment,Employed,4,Subsidized Vulnerable Households,Unweighted,0.09182209469153516,0.010938119779070008,0.07251589269718084,0.11562747659118244
employment,Homemaker,4,Subsidized Vulnerable Households,Unweighted,0.1328125,0.021210748661106907,0.09645310498895088,0.18014541051568225
employment,Not in labor force,4,Subsidized Vulnerable Households,Unweighted,0.11842105263157894,0.03706280354898464,0.06277967855952667,0.21221101653704239
employment,Retired,4,Subsidized Vulnerable Households,Unweighted,0.06818181818181818,0.026869435544710645,0.03095223129786347,0.14355759729771114
employment,Student,4,Subsidized Vulnerable Households,Unweighted,0.07142857142857142,0.019090088708030313,0.04192411463309949,0.1191154987693577
employment,Unemployed,4,Subsidized Vulnerable Households,Unweighted,0.11397058823529412,0.019267972249438426,0.0813021183635719,0.15751512702131615
sex,Female,1,High Vulnerability and Insecurity,Unweighted,0.1902377972465582,0.013885251976818577,0.16449865486578436,0.21894893847998032
sex,Male,1,High Vulnerability and Insecurity,Unweighted,0.18829516539440203,0.013944642284844957,0.16247229285956524,0.21715809075120543
sex,Female,2,"Secure Assets, High Instability",Unweighted,0.4493116395494368,0.017597598045322783,0.4151179344880597,0.48399119704371246
sex,Male,2,"Secure Assets, High Instability",Unweighted,0.5419847328244275,0.01777142409211079,0.5070046839254786,0.5765557221119227
sex,Female,3,Economically Vulnerable and Insecure,Unweighted,0.25156445556946183,0.015350709452016473,0.22268552819547194,0.28282586511391433
sex,Male,3,Economically Vulnerable and Insecure,Unweighted,0.17557251908396945,0.013570418060771762,0.15053781455729526,0.20377182913982556
sex,Female,4,Subsidized Vulnerable Households,Unweighted,0.10888610763454318,0.011019945689620255,0.08909234575743197,0.1324381013610627
sex,Male,4,Subsidized Vulnerable Households,Unweighted,0.09414758269720101,0.010416505263043167,0.07562007007160157,0.11664168519886585
urban,Rural,1,High Vulnerability and Insecurity,Unweighted,0.1902071563088512,0.017031509183877722,0.1590403933019751,0.22584136648638142
urban,Urban,1,High Vulnerability and Insecurity,Unweighted,0.1929170549860205,0.012046046513652457,0.17039892545972318,0.2176303089473787
urban,Rural,2,"Secure Assets, High Instability",Unweighted,0.4067796610169492,0.021317701211290823,0.36576220995145275,0.4491395330243573
urban,Urban,2,"Secure Assets, High Instability",Unweighted,0.5312208760484622,0.01523427662985712,0.5012860376458064,0.5609326974978052
urban,Rural,3,Economically Vulnerable and Insecure,Unweighted,0.2749529190207156,0.019376039494268017,0.23864295640108998,0.3145053668593964
urban,Urban,3,Economically Vulnerable and Insecure,Unweighted,0.18732525629077354,0.011911232125275274,0.16508942788989603,0.21179627815474666
urban,Rural,4,Subsidized Vulnerable Households,Unweighted,0.128060263653484,0.014501174218738026,0.10222382258540497,0.1592682635865347
urban,Urban,4,Subsidized Vulnerable Households,Unweighted,0.08853681267474371,0.008672247165551213,0.07294811646739838,0.10707199679231136
age_cat,16-29,1,High Vulnerability and Insecurity,Design-based,0.1719308142532186,0.015702560188570525,0.14068764500276099,0.20317398350367621
age_cat,30-44,1,High Vulnerability and Insecurity,Design-based,0.24134659600500008,0.019316306673249302,0.20291320479753663,0.2797799872124635
age_cat,45-59,1,High Vulnerability and Insecurity,Design-based,0.19545117099546383,0.02354271676651193,0.14860854942811552,0.24229379256281214
age_cat,60+,1,High Vulnerability and Insecurity,Design-based,0.14894891845987107,0.02419975251797225,0.10079900184381994,0.19709883507592219
age_cat,16-29,2,"Secure Assets, High Instability",Design-based,0.590467899976808,0.02455886865060039,0.541603454903134,0.6393323450504821
age_cat,30-44,2,"Secure Assets, High Instability",Design-based,0.4483054668274008,0.028477274700901785,0.39164462282569124,0.5049663108291104
age_cat,45-59,2,"Secure Assets, High Instability",Design-based,0.44395136435331467,0.03085877158294287,0.3825520885760527,0.5053506401305766
age_cat,60+,2,"Secure Assets, High Instability",Design-based,0.3222335234746735,0.03585891095762405,0.25088553876823005,0.3935815081811169
age_cat,16-29,3,Economically Vulnerable and Insecure,Design-based,0.12571763727725618,0.014994339818415501,0.0958836044112896,0.15555167014322277
age_cat,30-44,3,Economically Vulnerable and Insecure,Design-based,0.20861774796814417,0.022174114390077267,0.16449821583143853,0.2527372801048498
age_cat,45-59,3,Economically Vulnerable and Insecure,Design-based,0.25660850562495646,0.025445705899438866,0.20597953260613633,0.3072374786437766
age_cat,60+,3,Economically Vulnerable and Insecure,Design-based,0.4556573747502765,0.032023053126759876,0.39194154390862856,0.5193732055919245
age_cat,16-29,4,Subsidized Vulnerable Households,Design-based,0.11188364849271719,0.014510557408887258,0.08301219087051798,0.1407551061149164
age_cat,30-44,4,Subsidized Vulnerable Households,Design-based,0.10173018919945495,0.017024130950174843,0.0678575086791527,0.1356028697197572
age_cat,45-59,4,Subsidized Vulnerable Households,Design-based,0.10398895902626502,0.01889173392740604,0.06640033440451847,0.1415775836480116
age_cat,60+,4,Subsidized Vulnerable Households,Design-based,0.0731601833151789,0.01827476249344547,0.03679913831754729,0.10952122831281051
education,Primary,1,High Vulnerability and Insecurity,Design-based,0.21217067149616364,0.021610774014196785,0.16917201000079846,0.25516933299152883
education,Secondary,1,High Vulnerability and Insecurity,Design-based,0.20957435807328587,0.015274053354770176,0.17918378300954863,0.2399649331370231
education,Tertiary,1,High Vulnerability and Insecurity,Design-based,0.14230501864213776,0.014901919570108748,0.11265487308023762,0.17195516420403792
education,Primary,2,"Secure Assets, High Instability",Design-based,0.18296225623702536,0.022130404332841146,0.13892969340339995,0.22699481907065078
education,Secondary,2,"Secure Assets, High Instability",Design-based,0.4855727569214067,0.020726681417740797,0.44433316237387954,0.5268123514689339
education,Tertiary,2,"Secure Assets, High Instability",Design-based,0.7284028152344609,0.021374190544185517,0.6858748806337331,0.7709307498351887
education,Primary,3,Economically Vulnerable and Insecure,Design-based,0.4481527824197125,0.02960433303083711,0.3892494458731925,0.5070561189662326
education,Secondary,3,Economically Vulnerable and Insecure,Design-based,0.19133418679623587,0.016664631608771047,0.15817679719881653,0.22449157639365522
education,Tertiary,3,Economically Vulnerable and Insecure,Design-based,0.08154516586658438,0.013164560513777235,0.05535181985800104,0.10773851187516771
education,Primary,4,Subsidized Vulnerable Households,Design-based,0.15671428984709845,0.025226531069955142,0.10652140598894808,0.20690717370524883
education,Secondary,4,Subsidized Vulnerable Households,Design-based,0.11351869820907157,0.01308590530373874,0.08748185139617046,0.13955554502197268
education,Tertiary,4,Subsidized Vulnerable Households,Design-based,0.04774700025681693,0.010951331222940725,0.02595728629888521,0.069536714214748635
employment,Employed,1,High Vulnerability and Insecurity,Design-based,0.18910855667008047,0.015194956993093551,0.1588753585554064,0.21934175478475454
employment,Homemaker,1,High Vulnerability and Insecurity,Design-based,0.1883323398788226,0.02411022525393299,0.1403605544356069,0.23630412532203832
employment,Not in labor force,1,High Vulnerability and Insecurity,Design-based,0.13142354517827146,0.040881879254092826,0.05008142914918648,0.21276566120735643
employment,Retired,1,High Vulnerability and Insecurity,Design-based,0.07922489704652624,0.028665275299111066,0.022189990825757983,0.1362598032672945
employment,Student,1,High Vulnerability and Insecurity,Design-based,0.08384125069454378,0.02030398059157095,0.04344269819976066,0.1242398031893269
employment,Unemployed,1,High Vulnerability and Insecurity,Design-based,0.31920274115837677,0.025128459515348086,0.2692049889311482,0.36920049338560534
employment,Employed,2,"Secure Assets, High Instability",Design-based,0.5380220574601444,0.021833234002856073,0.4945807703678275,0.5814633445524614
employment,Homemaker,2,"Secure Assets, High Instability",Design-based,0.30865309005998964,0.029215136196393203,0.2505241331320954,0.3667820469878839
employment,Not in labor force,2,"Secure Assets, High Instability",Design-based,0.41912942097454153,0.06318016596786392,0.2934207088345454,0.5448381331145377
employment,Retired,2,"Secure Assets, High Instability",Design-based,0.5334293256288555,0.054706933372810414,0.4245796884987066,0.6422789627590043
employment,Student,2,"Secure Assets, High Instability",Design-based,0.8083054246830507,0.032915042419622835,0.7428148149447233,0.873796034421378
employment,Unemployed,2,"Secure Assets, High Instability",Design-based,0.3528399580306723,0.032886792561710766,0.28740555664827216,0.41827435941307245
employment,Employed,3,Economically Vulnerable and Insecure,Design-based,0.1806803629366485,0.016741122546503014,0.14737078036655546,0.21398994550674152
employment,Homemaker,3,Economically Vulnerable and Insecure,Design-based,0.3705569754207369,0.031356549678649696,0.30816727737433064,0.43294667346714316
employment,Not in labor force,3,Economically Vulnerable and Insecure,Design-based,0.3243336451513276,0.04971887689570433,0.22540867577430734,0.4232586145283479
employment,Retired,3,Economically Vulnerable and Insecure,Design-based,0.31812150231796543,0.0503779405799529,0.21788520294210864,0.4183578016938222
employment,Student,3,Economically Vulnerable and Insecure,Design-based,0.036183958694335557,0.014332678820331263,0.00766642366702203,0.06470149372164909
employment,Unemployed,3,Economically Vulnerable and Insecure,Design-based,0.21241905471156033,0.02899067229206517,0.15473671054421728,0.2701013988789034
employment,Employed,4,Subsidized Vulnerable Households,Design-based,0.09218902293312657,0.012671069908655857,0.0669775684323077,0.11740047743394544
employment,Homemaker,4,Subsidized Vulnerable Households,Design-based,0.13245759464045087,0.02258308626687907,0.08752433675379419,0.17739085252710757
employment,Not in labor force,4,Subsidized Vulnerable Households,Design-based,0.12511338869585936,0.042049315516855056,0.04144844070124874,0.20877833669046997
employment,Retired,4,Subsidized Vulnerable Households,Design-based,0.06922427500665287,0.026987300177667317,0.015528012936122174,0.12292053707718358
employment,Student,4,Subsidized Vulnerable Households,Design-based,0.07166936592807002,0.020168982119577197,0.03153941804670046,0.11179931380943958
employment,Unemployed,4,Subsidized Vulnerable Households,Design-based,0.11553824609939058,0.02136221034079982,0.07303414834549156,0.15804234385328958
sex,Female,1,High Vulnerability and Insecurity,Design-based,0.18876429225994176,0.014506718722781167,0.1599004724189879,0.21762811210089564
sex,Male,1,High Vulnerability and Insecurity,Design-based,0.18843243259062023,0.014426513347131012,0.1597281962886652,0.21713666889257527
sex,Female,2,"Secure Assets, High Instability",Design-based,0.44507122061784915,0.020074582083085667,0.40512909919802065,0.48501334203767765
sex,Male,2,"Secure Assets, High Instability",Design-based,0.5411051930815736,0.023385719222797353,0.4945749473797705,0.5876354387833767
sex,Female,3,Economically Vulnerable and Insecure,Design-based,0.25559933740402957,0.016785910365540304,0.22220064112294058,0.28899803368511856
sex,Male,3,Economically Vulnerable and Insecure,Design-based,0.1764557829023233,0.014806366535784184,0.14699575790598357,0.20591580789866304
sex,Female,4,Subsidized Vulnerable Households,Design-based,0.11056514971817952,0.014723639912997678,0.08126972475178386,0.1398605746845752
sex,Male,4,Subsidized Vulnerable Households,Design-based,0.09400659142548293,0.011837227447596653,0.0704542218653512,0.11755896098561465
urban,Rural,1,High Vulnerability and Insecurity,Design-based,0.18878100788038898,0.01318689491213343,0.1625432234248537,0.21501879233592427
urban,Urban,1,High Vulnerability and Insecurity,Design-based,0.19287311933834753,0.011945765810306624,0.16910479248236138,0.21664144619433368
urban,Rural,2,"Secure Assets, High Instability",Design-based,0.4044344339390823,0.025946329487024113,0.3528093770148439,0.4560594908633207
urban,Urban,2,"Secure Assets, High Instability",Design-based,0.5306875238786107,0.02060065347405545,0.48969868540700767,0.5716763623502138
urban,Rural,3,Economically Vulnerable and Insecure,Design-based,0.2773543736344496,0.022136421931180678,0.23330983766770796,0.3213989096011912
urban,Urban,3,Economically Vulnerable and Insecure,Design-based,0.18813730569273687,0.014242906934003714,0.1597983885598802,0.21647622282559353
urban,Rural,4,Subsidized Vulnerable Households,Design-based,0.12943018454607913,0.016096260413024293,0.09740367534348393,0.16145669374867433
urban,Urban,4,Subsidized Vulnerable Households,Design-based,0.08830205109030485,0.012035653424911722,0.06435487607689078,0.11224922610371893
age_cat,16-29,1,High Vulnerability and Insecurity,BCH,0.1877816302505317,0.019799438791311765,0.14838695767533663,0.2271763028257268
age_cat,30-44,1,High Vulnerability and Insecurity,BCH,0.28165354706627366,0.025939589273492117,0.23004190105271702,0.33326519307983027
age_cat,45-59,1,High Vulnerability and Insecurity,BCH,0.2118249382125017,0.03279334918391433,0.14657645984092077,0.27707341658408263
age_cat,60+,1,High Vulnerability and Insecurity,BCH,0.12963080916218342,0.03337107243994065,0.06323284272934394,0.1960287755950229
age_cat,16-29,2,"Secure Assets, High Instability",BCH,0.607191402272855,0.02619757447140259,0.5550664466393616,0.6593163579063483
age_cat,30-44,2,"Secure Assets, High Instability",BCH,0.4267567142749537,0.03307479809282752,0.36094824085855637,0.49256518769135105
age_cat,45-59,2,"Secure Assets, High Instability",BCH,0.4245287077294382,0.03486369152485171,0.3551608975172204,0.49389651794165595
age_cat,60+,2,"Secure Assets, High Instability",BCH,0.27589256431136405,0.041941369818185456,0.19244239439707234,0.35934273422565577
age_cat,16-29,3,Economically Vulnerable and Insecure,BCH,0.08439334792612047,0.017845403175172046,0.04888659329190626,0.11990010256033468
age_cat,30-44,3,Economically Vulnerable and Insecure,BCH,0.19105018462022505,0.02826599341966487,0.13480972409419506,0.24729064514625504
age_cat,45-59,3,Economically Vulnerable and Insecure,BCH,0.2617152186249665,0.031524302962162624,0.1989917441646396,0.3244386930852934
age_cat,60+,3,Economically Vulnerable and Insecure,BCH,0.5433526039246784,0.042741852090856965,0.45830972538028253,0.6283954824690744
age_cat,16-29,4,Subsidized Vulnerable Households,BCH,0.12063361955049236,0.016129398744312778,0.08854117546335027,0.15272606363763444
age_cat,30-44,4,Subsidized Vulnerable Households,BCH,0.10053955403854732,0.019546765110680105,0.061647622830002566,0.1394314852470921
age_cat,45-59,4,Subsidized Vulnerable Households,BCH,0.10193113543309437,0.022493656078773152,0.05717581556861621,0.14668645529757254
age_cat,60+,4,Subsidized Vulnerable Households,BCH,0.05112402260177327,0.023677409271761356,0.004013405198858039,0.0982346400046885
education,Primary,1,High Vulnerability and Insecurity,BCH,0.22167097024573723,0.030315407189726765,0.16135281917031083,0.2819891213211636
education,Secondary,1,High Vulnerability and Insecurity,BCH,0.237152066331009,0.01806087406010465,0.20121659222394123,0.27308754043807676
education,Tertiary,1,High Vulnerability and Insecurity,BCH,0.1481693602710863,0.020509966336642836,0.10736096075650657,0.188977759785666
education,Primary,2,"Secure Assets, High Instability",BCH,0.10423827300573249,0.024624587723835238,0.055243067590852776,0.1532334784206122
education,Secondary,2,"Secure Assets, High Instability",BCH,0.4754201526245199,0.020952942331124026,0.4337303698321012,0.5171099354169386
education,Tertiary,2,"Secure Assets, High Instability",BCH,0.7759781095907304,0.023845334271435578,0.7285333741125969,0.823422845068864
education,Primary,3,Economically Vulnerable and Insecure,BCH,0.5149132879615534,0.03676776485894361,0.441756969077634,0.5880696068454728
education,Secondary,3,Economically Vulnerable and Insecure,BCH,0.16956340503408757,0.018875369478097995,0.13200734053332014,0.207119469534855
education,Tertiary,3,Economically Vulnerable and Insecure,BCH,0.035737464292819,0.016164073108378533,0.0035760290977207287,0.06789889948791727
education,Primary,4,Subsidized Vulnerable Households,BCH,0.15917746878697553,0.02915707716907247,0.10116403111169453,0.21719090646225653
education,Secondary,4,Subsidized Vulnerable Households,BCH,0.11786437601038362,0.01371368585748109,0.09057844281556915,0.14515030920519809
education,Tertiary,4,Subsidized Vulnerable Households,BCH,0.04011506584536477,0.013446447800147487,0.01336085255833416,0.06686927913239538
employment,Employed,1,High Vulnerability and Insecurity,BCH,0.2083612949216423,0.019484089325482335,0.16959406886571746,0.24712852097756713
employment,Homemaker,1,High Vulnerability and Insecurity,BCH,0.1930517797419344,0.032080257929336185,0.12922212928696436,0.25688143019690446
employment,Not in labor force,1,High Vulnerability and Insecurity,BCH,0.11440587942798451,0.059151948460577,-0.0032879434298531407,0.23209970228582216
employment,Retired,1,High Vulnerability and Insecurity,BCH,0.03938939237002712,0.042637481465605025,-0.04544582136873437,0.1242246061087886
employment,Student,1,High Vulnerability and Insecurity,BCH,0.06731161840975113,0.029495655477777445,0.008624516104220666,0.1259987207152816
employment,Unemployed,1,High Vulnerability and Insecurity,BCH,0.39374022656970503,0.034298400563664004,0.32549716805173623,0.46198328508767383
employment,Employed,2,"Secure Assets, High Instability",BCH,0.5403642748959666,0.023554126147894146,0.493498952238523,0.5872295975534102
employment,Homemaker,2,"Secure Assets, High Instability",BCH,0.25958745303227765,0.03382462552445629,0.1922870582302157,0.3268878478343396
employment,Not in labor force,2,"Secure Assets, High Instability",BCH,0.3992198037749273,0.07618648299518217,0.24763260052713143,0.5508070070227231
employment,Retired,2,"Secure Assets, High Instability",BCH,0.5407675922617866,0.06532050074636676,0.41080028528538426,0.670734899238189
employment,Student,2,"Secure Assets, High Instability",BCH,0.879608366870243,0.040530295315113096,0.7989657925960931,0.9602509411443929
employment,Unemployed,2,"Secure Assets, High Instability",BCH,0.3045883089317548,0.037538709145521675,0.22989805274468378,0.37927856511882585
employment,Employed,3,Economically Vulnerable and Insecure,BCH,0.16013308680851576,0.02044656919904773,0.11945082771155534,0.20081534590547617
employment,Homemaker,3,Economically Vulnerable and Insecure,BCH,0.4146953379809885,0.041530394038320026,0.33206288095516706,0.49732779500680996
employment,Not in labor force,3,Economically Vulnerable and Insecure,BCH,0.3590242083022454,0.06856969027051049,0.22259203336733482,0.495456383237156
employment,Retired,3,Economically Vulnerable and Insecure,BCH,0.3638336014443468,0.06885297163138206,0.22683778546001981,0.5008294174286738
employment,Student,3,Economically Vulnerable and Insecure,BCH,-0.02263323746542611,0.02002366968351809,-0.062474059180140665,0.01720758424928844
employment,Unemployed,3,Economically Vulnerable and Insecure,BCH,0.1854322589899415,0.03724747122122434,0.11132147491771686,0.25954304306216613
employment,Employed,4,Subsidized Vulnerable Households,BCH,0.09114134337387578,0.0142545830653563,0.06277919440215597,0.11950349234559558
employment,Homemaker,4,Subsidized Vulnerable Households,BCH,0.13266542924479918,0.02618271053550122,0.08057004818128144,0.18476081030831693
employment,Not in labor force,4,Subsidized Vulnerable Households,BCH,0.12735010849484282,0.056289837589707986,0.015350988492990575,0.23934922849669507
employment,Retired,4,Subsidized Vulnerable Households,BCH,0.05600941392383965,0.03582872315834498,-0.015278506531242964,0.12729733437892227
employment,Student,4,Subsidized Vulnerable Households,BCH,0.07571325218543197,0.025298495625809738,0.02537718143472406,0.12604932293613988
employment,Unemployed,4,Subsidized Vulnerable Households,BCH,0.11623920550859843,0.024659755807445057,0.06717402663873806,0.1653043843784588
sex,Female,1,High Vulnerability and Insecurity,BCH,0.2022735419309829,0.017861448449032633,0.16673486223481215,0.23781222162715365
sex,Male,1,High Vulnerability and Insecurity,BCH,0.20770987976785157,0.01799943359157247,0.1718966529207291,0.24352310661497406
sex,Female,2,"Secure Assets, High Instability",BCH,0.42668809783351797,0.021390072357441354,0.38412856340616336,0.46924763226087257
sex,Male,2,"Secure Assets, High Instability",BCH,0.5443046787143656,0.024205209466656823,0.49614390448214896,0.5924654529465823
sex,Female,3,Economically Vulnerable and Insecure,BCH,0.26025633827971406,0.018170831839767452,0.22410208268229354,0.2964105938771346
sex,Male,3,Economically Vulnerable and Insecure,BCH,0.15419742209415532,0.016917720550430213,0.12053646489089855,0.18785837929741211
sex,Female,4,Subsidized Vulnerable Households,BCH,0.11078202195578576,0.015525381933122522,0.07989138185700699,0.14167266205456452
sex,Male,4,Subsidized Vulnerable Households,BCH,0.09378801942362662,0.01304214621085125,0.06783823947937062,0.11973779936788262
urban,Rural,1,High Vulnerability and Insecurity,BCH,0.200715950034341,0.016926299675970622,0.16703792306232926,0.23439397700635276
urban,Urban,1,High Vulnerability and Insecurity,BCH,0.21321862465903718,0.012760657712091438,0.187828918530974,0.23860833078710036
urban,Rural,2,"Secure Assets, High Instability",BCH,0.3775349804579192,0.02848774602349314,0.3208533018088612,0.43421665910697727
urban,Urban,2,"Secure Assets, High Instability",BCH,0.5308706034194468,0.021004287809705514,0.4890786592305232,0.5726625476083704
urban,Rural,3,Economically Vulnerable and Insecure,BCH,0.28756038594783523,0.02699833651819162,0.23384216502150232,0.34127860687416817
urban,Urban,3,Economically Vulnerable and Insecure,BCH,0.17040040499470743,0.015410894391786237,0.13973755919113168,0.2010632507982832
urban,Rural,4,Subsidized Vulnerable Households,BCH,0.1341886835599022,0.0180961526909837,0.0981830160434641,0.17019435107634032
urban,Urban,4,Subsidized Vulnerable Households,BCH,0.0855103669268102,0.012559722731392674,0.060520458381747425,0.11050027547187298
